OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
294,001-0028,0916-000,Abri soleil,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
295,001-0002,2808-000,Abri soleil,Saint-Laurent,Plein air
296,001-0008,2394-000,Abri soleil,Lachine,Plein air
297,009-0080,0107-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
298,001-0007,0306-000,Abri soleil,Le Plateau-Mont-Royal,Plein air
299,001-0027,0961-000,Abri soleil,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
300,001-0031,2812-000,Abri soleil,Saint-Laurent,Plein air
301,001-0026,0967-000,Abri soleil,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
302,001-0036,1215-000,Abri soleil,LaSalle,Plein air
303,097-0007,0079-000,Fontaine,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
304,009-0081,0080-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
305,054-0026,0079-000,Ping-pong,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
306,009-0082,0079-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
307,054-0027,0188-000,Ping-pong,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
308,003-0480,1266-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
309,003-0247,2347-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
310,016-0082,2700-004,Balle,Pierrefonds-Roxboro,Sportif
311,013-0051,1162-000,Aire d'exercice canin,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
312,095-0114,0656-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
313,012-0068,2892-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
314,013-0044,2010-000,Aire d'exercice canin,Anjou,Loisirs et détente
315,004-0303,2467-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
316,075-0014,2430-004,Soccer à 4-5,Lachine,Sportif
317,052-0033,2430-002,Patinoire avec bandes,Lachine,Récréatif
318,076-0141-75-S2,2009-000,Soccer sous-terrain à 4-5,Anjou,Sportif
319,095-0051,2451-000,Pétanque,LaSalle,Loisirs et détente
320,003-0262,2356-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
321,076-0043, ,Soccer à 7,Ville-Marie,Sportif
322,081-0043,2724-000,Tennis,Pierrefonds-Roxboro,Sportif
323,004-0175,0391-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
324,076-0104,0699-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
325,013-0031,0341-000,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
326,053-0051,0509-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
327,004-0339,0704-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
328,052-0034,2392-000,Patinoire avec bandes,Lachine,Récréatif
329,073-0063,2891-000,Soccer à 11,Verdun,Sportif
330,012-0058,0209-000,Aire d'entraînement pour adultes,Rosemont-La Petite-Patrie,Loisirs et détente
331,081-0059,2920-000,Tennis,Verdun,Sportif
332,053-0054,0137-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
333,050-0091,2006-000,Pataugeoire,Anjou,Récréatif
334,004-0299,2463-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
335,003-0140,0187-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
336,049-0013,2622-000,Pastille - Basketball,Outremont,Récréatif
337,076-0041,0938-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
338,031-0015, ,Étang / lac,Anjou,Plein air
339,004-0059,0426-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
340,095-0072, ,Pétanque,Montréal-Nord,Loisirs et détente
341,056-0001,3805-000,Piste cyclable,Saint-Laurent,Plein air
342,055-0064,0114-001,Piscine extérieure,Mercier-Hochelaga-Maisonneuve,Récréatif
343,018-0071,2700-001,Basketball,Pierrefonds-Roxboro,Récréatif
344,064-0008,2686-000,Rampe de mise à l'eau / descente de bateaux,Pierrefonds-Roxboro,Plein air
345,016-0157,2854-000,Balle,Saint-Léonard,Sportif
346,020-0001,0061-000,Belvédère,Le Plateau-Mont-Royal,Loisirs et détente
347,055-0062,2553-000,Piscine extérieure,Montréal-Nord,Récréatif
348,004-0220,2710-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
349,022-0002,2890-000,Boisé,Verdun,Plein air
350,063-0014,1001-000,Quai,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
351,016-0099,2893-000,Balle,Verdun,Sportif
352,050-0018,0411-000,Pataugeoire,Ahuntsic-Cartierville,Récréatif
353,010-0024,1083-000,Aire de planche à roulette,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
354,004-0180,2715-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
355,089-0018,1860-012,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
356,003-0440,2559-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
357,004-0422,0098-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
358,070-0001,9543-000,Sentier de ski de fond,Saint-Laurent,Plein air
359,076-0069,0138-000,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
360,052-0065,2662-000,Patinoire avec bandes,Pierrefonds-Roxboro,Récréatif
361,070-0021,9503-000,Sentier de ski de fond,Pierrefonds-Roxboro,Plein air
362,095-0042,0043-000,Pétanque,Ville-Marie,Loisirs et détente
363,070-0025,0146-000,Sentier de ski de fond,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
364,016-0131,2560-000,Balle,Montréal-Nord,Sportif
365,003-0134,0126-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
366,004-0447,2856-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
367,081-0003,2815-000,Tennis,Saint-Laurent,Sportif
368,042-0044,0952-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
369,070-0023,9502-000,Sentier de ski de fond,L'Île-Bizard-Sainte-Geneviève,Plein air
370,073-0066-76-S1,2476-000,Soccer sous-terrain à 7,LaSalle,Sportif
371,003-0382,1235-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
372,042-0039,0948-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
373,052-0126,2012-000,Patinoire avec bandes,Anjou,Récréatif
374,007-0001,0206-000,Aire de lancer athlétisme,Rosemont-La Petite-Patrie,Sportif
375,003-0194,0592-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
376,075-0020,2430-007,Soccer à 4-5,Lachine,Sportif
377,042-0133,2006-000,Jeux d'eau,Anjou,Récréatif
378,031-0009,2609-000,Étang / lac,Outremont,Plein air
379,052-0060,0043-000,Patinoire avec bandes,Ville-Marie,Récréatif
380,049-0006,0010-000,Pastille - Basketball,Ahuntsic-Cartierville,Récréatif
381,003-0215,2732-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
382,032-0008,0126-000,Fer / Galet,Rosemont-La Petite-Patrie,Loisirs et détente
383,004-0407,0086-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
384,095-0009,0047-000,Pétanque,Le Plateau-Mont-Royal,Loisirs et détente
385,073-0030-76-S1,0401-000,Soccer sous-terrain à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
386,089-0049, ,Volleyball de plage,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
387,018-0134,2012-000,Basketball,Anjou,Récréatif
388,073-0079-76-S1, ,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
389,052-0094,2469-000,Patinoire avec bandes,LaSalle,Récréatif
390,004-0308,0341-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
391,003-0137,0196-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
392,002-0011,0025-000,Aire de glissade,Ahuntsic-Cartierville,Loisirs et détente
393,075-0094,1648-286,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
394,003-0218,2719-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
395,049-0002,2815-000,Pastille - Basketball,Saint-Laurent,Récréatif
396,050-0033,0220-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
397,009-0007,2815-000,Aire de pique-nique,Saint-Laurent,Plein air
398,018-0075,2350-000,Basketball,L'Île-Bizard-Sainte-Geneviève,Récréatif
399,001-0024,2014-000,Abri soleil,Anjou,Plein air
400,071-0001,2791-000,Sentier pédestre,Saint-Laurent,Plein air
401,003-0197,0566-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
402,001-0018,2552-000,Abri soleil,Montréal-Nord,Plein air
403,012-0026,0764-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
404,013-0016,0401-000,Aire d'exercice canin,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
405,050-0087,0091-000,Pataugeoire,Mercier-Hochelaga-Maisonneuve,Récréatif
406,004-0327,0277-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
407,060-0001,2675-000,Piste de BMX,Pierrefonds-Roxboro,Récréatif
408,053-0008,0426-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
409,053-0079,0102-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
410,004-0143,0199-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
411,012-0004,3814-000,Aire d'entraînement pour adultes,Saint-Laurent,Loisirs et détente
412,021-0008,0413-000,Bocce,Ahuntsic-Cartierville,Loisirs et détente
413,076-0039,0402-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
414,003-0028,2827-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
415,050-0040,0938-000,Pataugeoire,Villeray-Saint-Michel-Parc-Extension,Récréatif
416,003-0034,2826-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
417,064-0018,1027-000,Rampe de mise à l'eau / descente de bateaux,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
418,004-0166,0385-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
419,009-0018,9543-000,Aire de pique-nique,Saint-Laurent,Plein air
420,018-0010,2813-000,Basketball,Saint-Laurent,Récréatif
421,004-0134,0946-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
422,004-0144,0952-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
423,018-0060,1143-000,Basketball,Ville-Marie,Récréatif
424,003-0417,0680-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
425,081-0062,2449-000,Tennis,LaSalle,Sportif
426,004-0011,2803-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
427,089-0011,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
428,004-0190,2732-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
429,042-0119,2559-000,Jeux d'eau,Montréal-Nord,Récréatif
430,016-0058,0407-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
431,074-0030-76-S1,2850-000,Soccer sous-terrain à 7,Saint-Léonard,Sportif
432,021-0064,2814-000,Bocce,Saint-Laurent,Loisirs et détente
433,081-0097,2854-000,Tennis,Saint-Léonard,Sportif
434,076-0081,1840-000,Soccer à 7,LaSalle,Sportif
435,074-0008-76-S2,2430-002,Soccer sous-terrain à 7,Lachine,Sportif
436,003-0508,1054-002,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
437,018-0061,0043-000,Basketball,Ville-Marie,Récréatif
438,025-0001,2006-000,Ciné-parc,Anjou,Loisirs et détente
439,075-0028,2722-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
440,004-0009,2801-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
441,021-0037,0971-000,Bocce,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
442,076-0054,2693-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
443,003-0368,0260-002,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
444,018-0132,0088-000,Basketball,Mercier-Hochelaga-Maisonneuve,Récréatif
445,013-0002,2802-000,Aire d'exercice canin,Saint-Laurent,Loisirs et détente
446,076-0079,2442-000,Soccer à 7,LaSalle,Sportif
447,073-0077-76-S1,1192-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
448,002-0019,0225-000,Aire de glissade,Ville-Marie,Loisirs et détente
449,020-0021,9562-000,Belvédère,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
450,004-0332,0985-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
451,075-0040,2700-002,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
452,075-0024, ,Soccer à 4-5,Villeray-Saint-Michel-Parc-Extension,Sportif
453,031-0010,2610-000,Étang / lac,Outremont,Plein air
454,081-0033,2610-000,Tennis,Outremont,Sportif
455,067-0011,0509-000,Scène,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
456,065-0009,2348-000,Patinoire 4 saisons,L'Île-Bizard-Sainte-Geneviève,Récréatif
457,018-0115, ,Basketball,Montréal-Nord,Récréatif
458,050-0039,0199-000,Pataugeoire,Villeray-Saint-Michel-Parc-Extension,Récréatif
459,071-0019,2398-000,Sentier pédestre,Lachine,Plein air
460,003-0473,0101-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
461,073-0104-76-S1,1267-000,Soccer sous-terrain à 7,Anjou,Sportif
462,071-0041,9503-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
463,081-0023,1173-000,Tennis,Rosemont-La Petite-Patrie,Sportif
464,002-0002,9543-000,Aire de glissade,Saint-Laurent,Loisirs et détente
465,072-0002,2800-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
466,022-0004,9569-000,Boisé,Anjou,Plein air
467,095-0029,0211-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
468,095-0057,0316-000,Pétanque,Le Sud-Ouest,Loisirs et détente
469,036-0006, ,Golf,Verdun,Sportif
470,064-0012,2914-000,Rampe de mise à l'eau / descente de bateaux,Verdun,Plein air
471,016-0155,2012-000,Balle,Anjou,Sportif
472,003-0441,2552-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
473,020-0018,2949-000,Belvédère,Verdun,Loisirs et détente
474,003-0422,0976-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
475,003-0398,1021-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
476,073-0068,2460-000,Soccer à 11,LaSalle,Sportif
477,016-0053,0220-000,Balle,Rosemont-La Petite-Patrie,Sportif
478,004-0277,2440-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
479,005-0036,2865-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
480,077-0004,0158-000,Soccer à 9,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
481,058-0019, ,Piste d'athlétisme (400m) et équipements,Mercier-Hochelaga-Maisonneuve,Sportif
482,003-0291,0139-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
483,004-0122,0207-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
484,004-0159,0582-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
485,003-0088,0414-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
486,004-0436,2009-000,Aire de jeu  5 à 12 ans,Anjou,Aire de jeu - enfant
487,018-0095,2459-000,Basketball,LaSalle,Récréatif
488,034-0007,1820-001,Football,Verdun,Sportif
489,076-0094,0256-000,Soccer à 7,Le Sud-Ouest,Sportif
490,042-0021,0018-000,Jeux d'eau,Ahuntsic-Cartierville,Récréatif
491,081-0045,2674-000,Tennis,Pierrefonds-Roxboro,Sportif
492,052-0127,2014-000,Patinoire avec bandes,Anjou,Récréatif
493,003-0453,0493-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
494,076-0143,2014-000,Soccer à 7,Anjou,Sportif
495,001-0012,2365-000,Abri soleil,L'Île-Bizard-Sainte-Geneviève,Plein air
496,050-0063,0708-000,Pataugeoire,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
497,007-0002,2469-000,Aire de lancer athlétisme,LaSalle,Sportif
498,050-0038,0401-000,Pataugeoire,Villeray-Saint-Michel-Parc-Extension,Récréatif
499,095-0111,0094-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
500,004-0416,0095-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
501,012-0029,2554-000,Aire d'entraînement pour adultes,Montréal-Nord,Loisirs et détente
502,031-0005,0061-000,Étang / lac,Le Plateau-Mont-Royal,Plein air
503,018-0103,0311-000,Basketball,Le Sud-Ouest,Récréatif
504,003-0307,2938-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
505,089-0005,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
506,003-0245,2701-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
507,013-0007,0061-000,Aire d'exercice canin,Le Plateau-Mont-Royal,Loisirs et détente
508,050-0012,0061-000,Pataugeoire,Le Plateau-Mont-Royal,Récréatif
509,070-0031,0121-000,Sentier de ski de fond,Mercier-Hochelaga-Maisonneuve,Plein air
510,003-0044,0048-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
511,073-0009,0236-000,Soccer à 11,Le Plateau-Mont-Royal,Sportif
512,003-0145,0950-001,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
513,003-0496,2851-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
514,003-0064,0576-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
515,003-0062,0236-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
516,034-0002, ,Football,Saint-Laurent,Sportif
517,003-0054,0332-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
518,003-0502,2856-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
519,016-0012,0061-000,Balle,Le Plateau-Mont-Royal,Sportif
520,003-0045,0310-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
521,095-0007,0061-000,Pétanque,Le Plateau-Mont-Royal,Loisirs et détente
522,054-0003,0047-000,Ping-pong,Le Plateau-Mont-Royal,Loisirs et détente
523,042-0015,0338-000,Jeux d'eau,Le Plateau-Mont-Royal,Récréatif
524,081-0011,0061-000,Tennis,Le Plateau-Mont-Royal,Sportif
525,050-0014,0046-000,Pataugeoire,Le Plateau-Mont-Royal,Récréatif
526,016-0014,0236-000,Balle,Le Plateau-Mont-Royal,Sportif
527,004-0055,0649-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
528,075-0076,2852-000,Soccer à 4-5,Saint-Léonard,Sportif
529,075-0025,1044-000,Soccer à 4-5,Ville-Marie,Sportif
530,081-0094,2851-000,Tennis,Saint-Léonard,Sportif
531,020-0009,9543-000,Belvédère,Ahuntsic-Cartierville,Loisirs et détente
532,081-0008,2807-000,Tennis,Saint-Laurent,Sportif
533,081-0054, ,Tennis,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
534,003-0023,2816-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
535,021-0052,2850-000,Bocce,Saint-Léonard,Loisirs et détente
536,003-0410,0692-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
537,042-0137,2852-000,Jeux d'eau,Saint-Léonard,Récréatif
538,050-0031,0211-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
539,018-0110,0971-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
540,021-0054,2852-000,Bocce,Saint-Léonard,Loisirs et détente
541,003-0409,0866-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
542,016-0034,0413-000,Balle,Ahuntsic-Cartierville,Sportif
543,064-0009,2367-000,Rampe de mise à l'eau / descente de bateaux,L'Île-Bizard-Sainte-Geneviève,Plein air
544,003-0105, ,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
545,009-0049,2557-000,Aire de pique-nique,Montréal-Nord,Plein air
546,016-0123,0699-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
547,004-0099,2413-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
548,081-0048,2348-000,Tennis,L'Île-Bizard-Sainte-Geneviève,Sportif
549,056-0004,9541-000,Piste cyclable,Ahuntsic-Cartierville,Plein air
550,081-0028,0401-000,Tennis,Villeray-Saint-Michel-Parc-Extension,Sportif
551,003-0270,0146-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
552,012-0041,2858-000,Aire d'entraînement pour adultes,Saint-Léonard,Loisirs et détente
553,016-0007,2818-000,Balle,Saint-Laurent,Sportif
554,020-0011,9503-000,Belvédère,Pierrefonds-Roxboro,Loisirs et détente
555,003-0381,0970-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
556,076-0031,0886-000,Soccer à 7,Rosemont-La Petite-Patrie,Sportif
557,010-0013,0251-000,Aire de planche à roulette,Ville-Marie,Récréatif
558,004-0228,1148-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
559,070-0004,2401-000,Sentier de ski de fond,Lachine,Plein air
560,076-0135,0101-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
561,049-0027,1860-014,Pastille - Basketball,Montréal-Nord,Récréatif
562,003-0158,1067-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
563,009-0014,0391-000,Aire de pique-nique,Ville-Marie,Plein air
564,075-0004,2812-000,Soccer à 4-5,Saint-Laurent,Sportif
565,042-0074,2913-000,Jeux d'eau,Verdun,Récréatif
566,075-0017,2430-006,Soccer à 4-5,Lachine,Sportif
567,012-0055,2851-000,Aire d'entraînement pour adultes,Saint-Léonard,Loisirs et détente
568,004-0269,2910-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
569,003-0211,2672-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
570,003-0353,0591-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
571,013-0045,2860-003,Aire d'exercice canin,Saint-Léonard,Loisirs et détente
